route_id,system_a_id,system_a_name,system_b_id,system_b_name,cluster_a,cluster_b,route_class,baseline_status,priority_travel_band,civilian_travel_band,source,narrative_note
RT-0308,F13-10,Orinas,F13-01,Corer,Cold Orchard,Cold Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cold Orchard gateway access
RT-0309,F13-15,Amoneth,F13-01,Corer,Cold Orchard,Cold Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0310,F13-02,Queneth,F13-03,Demeara,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0311,F13-03,Demeara,F13-04,Tavaan,Cold Orchard,Cold Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0312,F13-10,Orinas,F13-03,Demeara,Cold Orchard,Cold Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cold Orchard gateway access
RT-0313,F13-04,Tavaan,F13-05,Amonion,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0314,F13-10,Orinas,F13-04,Tavaan,Cold Orchard,Cold Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cold Orchard gateway access
RT-0315,F13-05,Amonion,F13-06,Kester,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0316,F13-06,Kester,F13-07,Velain,Cold Orchard,Cold Orchard,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0317,F13-07,Velain,F13-08,Peraune,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0318,F13-10,Orinas,F13-07,Velain,Cold Orchard,Cold Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cold Orchard gateway access
RT-0319,F13-08,Peraune,F13-09,Areler,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0320,F13-09,Areler,F13-10,Orinas,Cold Orchard,Cold Orchard,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Cold Orchard local continuity route
RT-0321,F13-10,Orinas,F13-11,Ivenis,Cold Orchard,Cold Orchard,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Cold Orchard local continuity route
RT-0322,F13-10,Orinas,F13-13,Erisora,Cold Orchard,Cold Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cold Orchard gateway access
RT-0323,F13-10,Orinas,F13-15,Amoneth,Cold Orchard,Cold Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cold Orchard gateway access
RT-0324,F13-10,Orinas,F14-04,Raveleon,Cold Orchard,Ember Step,frontier regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Food/fuel corridor
RT-0325,M06-08,Halees,F13-10,Orinas,Helion Span,Cold Orchard,frontier bridge,restricted,1–5 days,3–18 days plus authorization delay,cluster backbone,Outer supply route
RT-0326,F13-11,Ivenis,F13-12,Belum,Cold Orchard,Cold Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0327,F13-12,Belum,F13-13,Erisora,Cold Orchard,Cold Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0328,F13-13,Erisora,F13-14,Ulenara,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0329,F13-14,Ulenara,F13-15,Amoneth,Cold Orchard,Cold Orchard,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cold Orchard local continuity route
RT-0330,F14-01,Lioraor,F14-02,Zarekorn,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0331,F14-04,Raveleon,F14-01,Lioraor,Ember Step,Ember Step,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Ember Step gateway access
RT-0332,F14-15,Pavoor,F14-01,Lioraor,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0333,F14-02,Zarekorn,F14-03,Iriaas,Ember Step,Ember Step,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0334,F14-03,Iriaas,F14-04,Raveleon,Ember Step,Ember Step,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0335,F14-04,Raveleon,F14-05,Velaeon,Ember Step,Ember Step,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0336,F14-04,Raveleon,F14-07,Ossaessa,Ember Step,Ember Step,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Ember Step gateway access
RT-0337,F14-04,Raveleon,F14-10,Ossaadia,Ember Step,Ember Step,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Ember Step gateway access
RT-0338,F14-04,Raveleon,F14-13,Faroin,Ember Step,Ember Step,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Ember Step gateway access
RT-0339,F14-04,Raveleon,F15-05,Pavoos,Ember Step,Nine Doors,frontier regional,stable,1–4 days,2–14 days,cluster backbone,Multi-exit trade route
RT-0340,M04-09,Esenara,F14-04,Raveleon,Cinder Basin,Ember Step,frontier bridge,restricted,1–5 days,3–18 days plus authorization delay,cluster backbone,Refining/fuel approach
RT-0341,F14-05,Velaeon,F14-06,Seraas,Ember Step,Ember Step,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0342,F14-06,Seraas,F14-07,Ossaessa,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0343,F14-07,Ossaessa,F14-08,Beladia,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0344,F14-08,Beladia,F14-09,Bexion,Ember Step,Ember Step,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0345,F14-09,Bexion,F14-10,Ossaadia,Ember Step,Ember Step,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0346,F14-10,Ossaadia,F14-11,Kestar,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0347,F14-11,Kestar,F14-12,Ossaan,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0348,F14-12,Ossaan,F14-13,Faroin,Ember Step,Ember Step,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0349,F14-13,Faroin,F14-14,Erises,Ember Step,Ember Step,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0350,F14-14,Erises,F14-15,Pavoor,Ember Step,Ember Step,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ember Step local continuity route
RT-0351,F15-01,Corion,F15-02,Amonen,Nine Doors,Nine Doors,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0352,F15-05,Pavoos,F15-01,Corion,Nine Doors,Nine Doors,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0353,F15-15,Miraer,F15-01,Corion,Nine Doors,Nine Doors,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0354,F15-02,Amonen,F15-03,Letoora,Nine Doors,Nine Doors,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0355,F15-03,Letoora,F15-04,Arelune,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0356,F15-05,Pavoos,F15-03,Letoora,Nine Doors,Nine Doors,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0357,F15-04,Arelune,F15-05,Pavoos,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0358,F15-05,Pavoos,F15-06,Darinas,Nine Doors,Nine Doors,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0359,F15-05,Pavoos,F15-07,Belyr,Nine Doors,Nine Doors,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0360,F15-05,Pavoos,F15-10,Bexia,Nine Doors,Nine Doors,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0361,F15-05,Pavoos,F15-11,Belor,Nine Doors,Nine Doors,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0362,F15-05,Pavoos,F15-13,Esenorn,Nine Doors,Nine Doors,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0363,F15-05,Pavoos,F15-15,Miraer,Nine Doors,Nine Doors,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Nine Doors gateway access
RT-0364,F15-05,Pavoos,F16-03,Karaion,Nine Doors,Far Witness,frontier regional,stable,1–4 days,2–14 days,cluster backbone,Escrow/evidence route
RT-0365,M14-11,Karaadia,F15-05,Pavoos,Doan Roads,Nine Doors,frontier bridge,stable,1–5 days,3–18 days,cluster backbone,Mutual-route diplomacy
RT-0366,F15-06,Darinas,F15-07,Belyr,Nine Doors,Nine Doors,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0367,F15-07,Belyr,F15-08,Rinessa,Nine Doors,Nine Doors,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0368,F15-08,Rinessa,F15-09,Peraeon,Nine Doors,Nine Doors,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0369,F15-09,Peraeon,F15-10,Bexia,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0370,F15-10,Bexia,F15-11,Belor,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0371,F15-11,Belor,F15-12,Arelora,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0372,F15-12,Arelora,F15-13,Esenorn,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0373,F15-13,Esenorn,F15-14,Galenorn,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0374,F15-14,Galenorn,F15-15,Miraer,Nine Doors,Nine Doors,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Nine Doors local continuity route
RT-0375,F16-01,Noxara,F16-02,Iriain,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0376,F16-03,Karaion,F16-01,Noxara,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0377,F16-15,Riner,F16-01,Noxara,Far Witness,Far Witness,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0378,F16-02,Iriain,F16-03,Karaion,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0379,F16-03,Karaion,F16-04,Karain,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0380,F16-03,Karaion,F16-05,Ulenorn,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0381,F16-03,Karaion,F16-07,Quenorn,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0382,F16-03,Karaion,F16-08,Ivenan,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0383,F16-03,Karaion,F16-10,Caelessa,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0384,F16-03,Karaion,F16-12,Miraas,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0385,F16-03,Karaion,F16-13,Pavoas,Far Witness,Far Witness,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Far Witness gateway access
RT-0386,F16-03,Karaion,F17-15,Orina,Far Witness,Sundered Bell,frontier regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Witness and conflict route
RT-0387,M10-04,Ravela,F16-03,Karaion,Dove Belt,Far Witness,frontier bridge,stable,1–5 days,3–18 days,cluster backbone,Evidence convoy route
RT-0388,F16-04,Karain,F16-05,Ulenorn,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0389,F16-05,Ulenorn,F16-06,Belune,Far Witness,Far Witness,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0390,F16-06,Belune,F16-07,Quenorn,Far Witness,Far Witness,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0391,F16-07,Quenorn,F16-08,Ivenan,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0392,F16-08,Ivenan,F16-09,Oriner,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0393,F16-09,Oriner,F16-10,Caelessa,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0394,F16-10,Caelessa,F16-11,Merekion,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0395,F16-11,Merekion,F16-12,Miraas,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0396,F16-12,Miraas,F16-13,Pavoas,Far Witness,Far Witness,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0397,F16-13,Pavoas,F16-14,Navaeon,Far Witness,Far Witness,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0398,F16-14,Navaeon,F16-15,Riner,Far Witness,Far Witness,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Far Witness local continuity route
RT-0399,F17-01,Torenan,F17-02,Yvenan,Sundered Bell,Sundered Bell,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0400,F17-15,Orina,F17-01,Torenan,Sundered Bell,Sundered Bell,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0401,F17-02,Yvenan,F17-03,Peraion,Sundered Bell,Sundered Bell,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0402,F17-03,Peraion,F17-04,Erisessa,Sundered Bell,Sundered Bell,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0403,F17-04,Erisessa,F17-05,Karaas,Sundered Bell,Sundered Bell,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0404,F17-15,Orina,F17-04,Erisessa,Sundered Bell,Sundered Bell,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Sundered Bell gateway access
RT-0405,F17-05,Karaas,F17-06,Zarekas,Sundered Bell,Sundered Bell,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0406,F17-15,Orina,F17-05,Karaas,Sundered Bell,Sundered Bell,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Sundered Bell gateway access
RT-0407,F17-06,Zarekas,F17-07,Coren,Sundered Bell,Sundered Bell,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0408,F17-07,Coren,F17-08,Rinadia,Sundered Bell,Sundered Bell,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0409,F17-15,Orina,F17-07,Coren,Sundered Bell,Sundered Bell,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Sundered Bell gateway access
RT-0410,F17-08,Rinadia,F17-09,Sorineon,Sundered Bell,Sundered Bell,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0411,F17-09,Sorineon,F17-10,Rineth,Sundered Bell,Sundered Bell,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0412,F17-10,Rineth,F17-11,Torenen,Sundered Bell,Sundered Bell,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0413,F17-15,Orina,F17-10,Rineth,Sundered Bell,Sundered Bell,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Sundered Bell gateway access
RT-0414,F17-11,Torenen,F17-12,Ravelune,Sundered Bell,Sundered Bell,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0415,F17-12,Ravelune,F17-13,Yvener,Sundered Bell,Sundered Bell,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0416,F17-13,Yvener,F17-14,Esenor,Sundered Bell,Sundered Bell,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0417,F17-15,Orina,F17-13,Yvener,Sundered Bell,Sundered Bell,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Sundered Bell gateway access
RT-0418,F17-14,Esenor,F17-15,Orina,Sundered Bell,Sundered Bell,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sundered Bell local continuity route
RT-0419,F17-15,Orina,F18-01,Galenion,Sundered Bell,Mosaic Edge,frontier regional,damaged,1–4 days when open,2–14 days or longer,cluster backbone,War-damaged link
RT-0420,F18-01,Galenion,F18-02,Ossaeon,Mosaic Edge,Mosaic Edge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0421,F18-01,Galenion,F18-04,Quenessa,Mosaic Edge,Mosaic Edge,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Mosaic Edge gateway access
RT-0422,F18-01,Galenion,F18-07,Sorinen,Mosaic Edge,Mosaic Edge,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Mosaic Edge gateway access
RT-0423,F18-01,Galenion,F18-10,Wrenes,Mosaic Edge,Mosaic Edge,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Mosaic Edge gateway access
RT-0424,F18-01,Galenion,F18-13,Junoes,Mosaic Edge,Mosaic Edge,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Mosaic Edge gateway access
RT-0425,F18-15,Wrenia,F18-01,Galenion,Mosaic Edge,Mosaic Edge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0426,F18-01,Galenion,F19-07,Ravelia,Mosaic Edge,Last Tether,frontier regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Outer settlement route
RT-0427,M08-09,Miraora,F18-01,Galenion,Oriel Chain,Mosaic Edge,frontier bridge,restricted,1–5 days,3–18 days plus authorization delay,cluster backbone,Record/trade approach
RT-0428,F18-02,Ossaeon,F18-03,Veyas,Mosaic Edge,Mosaic Edge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0429,F18-03,Veyas,F18-04,Quenessa,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0430,F18-04,Quenessa,F18-05,Navaos,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0431,F18-05,Navaos,F18-06,Bexara,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0432,F18-06,Bexara,F18-07,Sorinen,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0433,F18-07,Sorinen,F18-08,Yvenar,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0434,F18-08,Yvenar,F18-09,Pavoia,Mosaic Edge,Mosaic Edge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0435,F18-09,Pavoia,F18-10,Wrenes,Mosaic Edge,Mosaic Edge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0436,F18-10,Wrenes,F18-11,Tavaas,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0437,F18-11,Tavaas,F18-12,Kestas,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0438,F18-12,Kestas,F18-13,Junoes,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0439,F18-13,Junoes,F18-14,Ulenin,Mosaic Edge,Mosaic Edge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0440,F18-14,Ulenin,F18-15,Wrenia,Mosaic Edge,Mosaic Edge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Mosaic Edge local continuity route
RT-0441,F19-01,Erisor,F19-02,Haleeth,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0442,F19-07,Ravelia,F19-01,Erisor,Last Tether,Last Tether,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0443,F19-14,Garoia,F19-01,Erisor,Last Tether,Last Tether,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0444,F19-02,Haleeth,F19-03,Xaroadia,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0445,F19-03,Xaroadia,F19-04,Demeiel,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0446,F19-04,Demeiel,F19-05,Letoyr,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0447,F19-07,Ravelia,F19-04,Demeiel,Last Tether,Last Tether,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0448,F19-05,Letoyr,F19-06,Mereka,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0449,F19-07,Ravelia,F19-05,Letoyr,Last Tether,Last Tether,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0450,F19-06,Mereka,F19-07,Ravelia,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0451,F19-07,Ravelia,F19-08,Demea,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0452,F19-07,Ravelia,F19-09,Orinor,Last Tether,Last Tether,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0453,F19-07,Ravelia,F19-10,Dariner,Last Tether,Last Tether,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0454,F19-07,Ravelia,F19-11,Noxiel,Last Tether,Last Tether,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0455,F19-07,Ravelia,F19-13,Demeeth,Last Tether,Last Tether,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Last Tether gateway access
RT-0456,F19-07,Ravelia,F20-12,Bexis,Last Tether,Grey Current,frontier regional,intermittent,1–4 days when open,2–14 days or longer,cluster backbone,Edge route
RT-0457,F19-08,Demea,F19-09,Orinor,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0458,F19-09,Orinor,F19-10,Dariner,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0459,F19-10,Dariner,F19-11,Noxiel,Last Tether,Last Tether,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0460,F19-11,Noxiel,F19-12,Arelum,Last Tether,Last Tether,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0461,F19-12,Arelum,F19-13,Demeeth,Last Tether,Last Tether,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0462,F19-13,Demeeth,F19-14,Garoia,Last Tether,Last Tether,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Last Tether local continuity route
RT-0463,F20-01,Peraiel,F20-02,Erisum,Grey Current,Grey Current,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0464,F20-12,Bexis,F20-01,Peraiel,Grey Current,Grey Current,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Grey Current gateway access
