"demand_slot","capacity_state","demand_anchor","role_tier","faction_ecology","ga_window","mission_domain","sample_slot_ref","canon_role_refs","operation_refs","reviewed_reuse_candidates","reuse_assessment","reuse_failure_type","manufacturing_scale","major_system_change_claim","story_status_policy","named_hull_policy","parent_formation_ecology","support_ecology","reuse_or_model_reason","count_decision","canon_status","temporal_compatibility","functional_compatibility","cradle_compatibility","cooling_recovery_compatibility","canon_role_quote_token","operation_quote_token"
"FD-042","BASE_REUSE_PROFILE","GA6_CIVILIAN_CONVOY_ESCORT_SERIES","FACTION_SHARED","NEUTRAL_PUBLIC","GA6_TO_GA10","CIVILIAN_CONVOY_ESCORT","NONE_NEW_GAP","docs/05_characters/ga6-orpheus-opening-decision-and-ordinary-cast-e571-595-v1.md:26","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:99","M-020","REUSE_AS_CONVOY_ESCORT_CONFIGURATION","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","CIVILIAN_CONVOY_SOURCE_POOLS","STANDARD_CRADLE|INSPECTION|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- retains command of his accepted military/escort elements, not Orpheus as a whole.","| JNT-ORP-06 | Orpheus Mixed Evacuation Command | Orpheus theater | 70–160 | 180–420 | 600–1,600 | R2–R4 | mixed evacuation and route allocation | dissolved after inquiry and survivor transfer |"
"FD-043","BASE_REUSE_PROFILE","GA6_CLINICAL_CONTINUITY_TRANSFER","RECURRING_SUPPORT","CLINICAL_CONTINUITY","GA6_TO_GA10","PATIENT_TRANSFER_LIFE_SUPPORT","NONE_NEW_GAP","docs/05_characters/ga6-orpheus-decision-actors-v1.md:116","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:65","M-019","REUSE_AS_CLINICAL_PATIENT_TRANSFER_LIFE_SUPPORT_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","HEL_MED_05","MEDICAL_CRADLE|LIFE_SUPPORT|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- senior civil/medical/Registry/Continuity official responsible for distributing state functions across smaller ships/nodes.","| HEL-MED-05 | Clinical Continuity Convoy | Glasswater/Lentz | 12 | 52 | 80 | R5 | medicine, patient transfer, clinical data | real benefit and coercive dependency in GA6/9 |"
"FD-044","BASE_REUSE_PROFILE","GA7_ROUTE_FEDERATION_CONVOY_MUTUAL_AID","FACTION_SHARED","ROUTE_FEDERATION","GA7_TO_GA10","CONVOY_ROUTE_SAFETY","NONE_NEW_GAP","docs/05_characters/ga7-route-war-leaders-v1.md:28","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:97","M-020","REUSE_AS_ROUTE_FEDERATION_CONVOY_SAFETY_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","JNT_RTE_04","STANDARD_CRADLE|INSPECTION|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- elected/rotating federation convener responsible for member mandates, obligations and disputes.","| JNT-RTE-04 | Mutual Route Federation Wing | Doan Roads/Open Passage | 24–65 | 40–110 | 150–390 | R2–R4 | convoy and route mutual aid | Haren coordinates without permanent sole command |"
"FD-045","BASE_REUSE_PROFILE","GA7_RADICAL_ROUTE_DENIAL_COALITION","CORE_ANTAGONIST_RIVAL","FRONTIER_ROUTE","GA7","ROUTE_DENIAL","NONE_NEW_GAP","docs/05_characters/ga7-route-war-leaders-v1.md:132","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:52","M-022","REUSE_AS_RADICAL_ROUTE_DENIAL_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","IMP_RD_09","FRONTIER_CRADLE|AMMUNITION|TOW","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- commander/organizer of a radical denial coalition, possibly derived from E-001’s network, FC-005 front or a distinct survivor leader.","| IMP-RD-09 | Red Denial Fleet | Red Wake | 61 | 38 | 330 | R3 | route denial and insurgency suppression | GA7 | linked to Haren responsibility case |"
"FD-046","BASE_REUSE_PROFILE","GA7_ROUTE_RELAY_TRAFFIC_SUPPORT","RECURRING_SUPPORT","ROUTE_SERVICE","GA7_TO_GA10","RELAY_TRAFFIC_SERVICE","NONE_NEW_GAP","docs/05_characters/ga7-route-emergency-table-and-denial-cast-e691-715-v1.md:154","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:97","M-017","REUSE_AS_ROUTE_RELAY_TRAFFIC_SERVICE_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","JNT_RTE_04","SERVICE_CRADLE|RELAY_PARTS|TOW","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- damaged relay, thermal, traffic, receiving and habitat operators across participating and nonparticipating regions.","| JNT-RTE-04 | Mutual Route Federation Wing | Doan Roads/Open Passage | 24–65 | 40–110 | 150–390 | R2–R4 | convoy and route mutual aid | Haren coordinates without permanent sole command |"
"FD-047","BASE_REUSE_PROFILE","GA7_REPAIR_TRAFFIC_ESCORT_DECONFLICTION","RECURRING_SUPPORT","ROUTE_FEDERATION","GA7_TO_GA10","REPAIR_TRAFFIC_CORRIDOR_SAFETY","NONE_NEW_GAP","docs/05_characters/ga7-final-federation-live-test-cast-e791-800-v1.md:20","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:97","M-020","REUSE_AS_REPAIR_TRAFFIC_CORRIDOR_SAFETY_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","JNT_RTE_04","STANDARD_CRADLE|INSPECTION|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- coordinates named participating escorts, repair traffic and approach volumes;","| JNT-RTE-04 | Mutual Route Federation Wing | Doan Roads/Open Passage | 24–65 | 40–110 | 150–390 | R2–R4 | convoy and route mutual aid | Haren coordinates without permanent sole command |"
"FD-048","BASE_REUSE_PROFILE","GA8_WITNESS_PROTECTION_ESCORT_LINE","FACTION_SHARED","CONTINUITY_RECORD","GA8_TO_GA10","WITNESS_PROTECTION_ESCORT","NONE_NEW_GAP","docs/05_characters/ga8-four-founding-histories-and-serrat-current-parties-e826-850-v1.md:21","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:78","M-020|M-024","REUSE_AS_WITNESS_CUSTODY_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","JNT_REC_DECLARED_SOURCES","SECURE_CRADLE|DATA_CUSTODY|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- protection of persons and evidence.","| IND-FAR-07 | Far Witness Escort | Far Witness | 17 | 26 | 85 | R3 | testimony/evidence convoys | central to GA8 plural records |"
"FD-049","BASE_REUSE_PROFILE","GA8_ARCHIVE_SITE_TECHNICAL_CUSTODY","RECURRING_SUPPORT","CONTINUITY_RECORD","GA8_TO_GA10","ARCHIVE_INTERFACE_AND_CUSTODY","NONE_NEW_GAP","docs/05_characters/ga8-four-founding-histories-and-serrat-current-parties-e826-850-v1.md:83","docs/07_military/front-stage-formation-registry-and-loss-accounting-v1.md:53","M-026","REUSE_AS_ARCHIVE_SITE_TECHNICAL_CUSTODY_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","IMP_PA_10","SECURE_CRADLE|DATA_CUSTODY|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- represents successor technical trusts, insurers and maintenance crews rather than one intact corporation.","| IMP-PA-10 | Palimpsest Recovery Command | Palimpsest | 48 | 55 | 220 | R3 | archive-site control and evidence custody | GA8 | dissolves into record/region-specific commands |"
"FD-050","BASE_REUSE_PROFILE","GA9_CONTINUITY_PROTECTION_RESPONSE","CORE_ANTAGONIST_RIVAL","CONTINUITY_REGIME","GA9","TECHNICAL_SECURITY_NODE_RESPONSE","NONE_NEW_GAP","docs/05_characters/ga9-preservation-regime-actors-v1.md:160","docs/07_military/grand-act-force-holdings-and-readiness-matrix-v1.md:430","M-024","REUSE_AS_CONTINUITY_TECHNICAL_SECURITY_RESPONSE_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","CONTINUITY_PROTECTION_SOURCES","SECURE_CRADLE|AUTHORITY|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- commander of Continuity protection forces / former fleet/protector officer responsible for nodes, mirrors, corridors and forced stabilization.","- technical/security frames, boarding and node teams;"
"FD-051","BASE_REUSE_PROFILE","GA9_OPT_OUT_CORRIDOR_DEFENSE_LINE","FACTION_SHARED","FRONTIER_ROUTE","GA9_TO_GA10","OPT_OUT_CORRIDOR_DEFENSE","NONE_NEW_GAP","docs/05_characters/ga9-current-standing-diversity-affected-and-command-cast-e926-950-v1.md:26","docs/07_military/grand-act-force-holdings-and-readiness-matrix-v1.md:446","M-015|M-022","REUSE_AS_OPT_OUT_AUTHORITY_PROFILE","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","OPT_OUT_CORRIDOR_SOURCE_FORMATIONS","FRONTIER_CRADLE|AMMUNITION|TOW","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- commands accepted defense assets during four-corridor attack;","- 20–40 combat ships and strong local denial."
"FD-052","BASE_REUSE_PROFILE","GA10_DEMOBILIZED_PILOT_CIVILIAN_SERVICE_CONVERSION","IMPORTANT_EXTRA","OPEN_SERVICE","GA10","CIVILIAN_SERVICE_TRAINING_CONVERSION","NONE_NEW_GAP","docs/05_characters/later-act-ordinary-focal-roster-v1.md:694","docs/10_story_architecture/ga10-episodes-1001-1100-act-map-v1.md:665","M-002|M-003|M-004","REUSE_AS_CIVILIAN_CERTIFICATION_AND_SERVICE_TRAINING_CONFIGURATION","NONE_REUSE_SUFFICIENT","INHERIT_FROM_HOST","NONE_NO_NEW_MODEL_CLAIM","HOST_HULL_LEDGER_ONLY","NO_NEW_MODEL_NAME","REGIONAL_TRANSITION_INSTITUTIONS","SERVICE_CRADLE|TOOLS|RECOVERY","REUSE_SUFFICIENT_NO_INDEPENDENT_MODEL","REUSE_PROFILE_NOT_NEW_MODEL","PROPOSED_NONCANON_MAPPING","PASS_HOST_AVAILABLE_BY_DEMAND_START","PASS_ROLE_OPERATION_HOST_MAPPING_REVIEWED","PASS_INHERIT_HOST_CRADLE_AND_CERTIFICATION","PASS_INHERIT_HOST_COOLING_AND_RECOVERY","- demobilized frame pilot seeking civilian certification and treatment.","- E1076–1082: aftermath rescue/demobilization rather than final boss repetition."
"FD-053","CONDITIONAL_HOLD","AXIOM_SEPARATE_LEGACY_MACHINE","PROTAGONIST","LEGACY_HOLD","HOLD","HOLD","M-027","HOLD_AUTHOR_DECISION","HOLD","M-001_TO_M-026_REUSE_FIRST","CONDITIONAL_UNPROVEN","HOLD_REUSE_FAILURE_NOT_PROVEN","UNASSIGNED","HOLD_MECHANICAL_PROOF","HOLD_NO_HULL_STATUS","HOLD","HOLD","HOLD","REQUIRES_AUTHOR_APPROVED_PILOT_STORY_WINDOW_SUPPORT_ECOLOGY_AND_CHASSIS_GATE","CONDITIONAL_NOT_COUNTED","PROPOSED_NONCANON_HOLD","HOLD_CHRONOLOGY","HOLD_FUNCTION","HOLD_CRADLE","HOLD_COOLING_RECOVERY","HOLD","HOLD"
"FD-054","CONDITIONAL_HOLD","UNNAMED_TRUE_SUCCESSOR_RESERVE","PROTAGONIST","LEGACY_HOLD","HOLD","HOLD","M-028","HOLD_AUTHOR_DECISION","HOLD","M-027_PREDECESSOR_APPROVAL_REQUIRED","CONDITIONAL_UNPROVEN","HOLD_REUSE_FAILURE_NOT_PROVEN","UNASSIGNED","HOLD_MECHANICAL_PROOF","HOLD_NO_HULL_STATUS","HOLD","HOLD","HOLD","REQUIRES_APPROVED_PREDECESSOR_RELATION_NEW_CHASSIS_AND_INDEPENDENT_LOSS_PATH","CONDITIONAL_NOT_COUNTED","PROPOSED_NONCANON_HOLD","HOLD_CHRONOLOGY","HOLD_FUNCTION","HOLD_CRADLE","HOLD_COOLING_RECOVERY","HOLD","HOLD"
"FD-055","CONDITIONAL_HOLD","LATE_ANTAGONIST_ACE_ROLE_GAP","CORE_ANTAGONIST_RIVAL","HOLD","HOLD_GA8_TO_GA10","HOLD","NONE","HOLD_AUTHOR_DECISION","HOLD","OPENS_ONLY_IF_LATE_ANTAGONIST_CANNOT_REUSE_FD024_FD026_FD038_FD041_FD045_OR_FD050","CONDITIONAL_UNPROVEN","HOLD_REUSE_FAILURE_NOT_PROVEN","UNASSIGNED","HOLD_MECHANICAL_PROOF","HOLD_NO_HULL_STATUS","HOLD","HOLD","HOLD","OPENS_ONLY_IF_LATE_ANTAGONIST_CANNOT_REUSE_FD024_FD026_FD038_FD041_FD045_OR_FD050","CONDITIONAL_NOT_COUNTED","PROPOSED_NONCANON_HOLD","HOLD_CHRONOLOGY","HOLD_FUNCTION","HOLD_CRADLE","HOLD_COOLING_RECOVERY","HOLD","HOLD"
"FD-056","CONDITIONAL_HOLD","LATE_ALLIED_SUCCESSOR_ROLE_GAP","CORE_ALLY","HOLD","HOLD_GA8_TO_GA10","HOLD","NONE","HOLD_AUTHOR_DECISION","HOLD","OPENS_ONLY_IF_APPROVED_ALLIED_ROLE_CANNOT_USE_EXISTING_SERIES_OR_SERVICE_FRAME","CONDITIONAL_UNPROVEN","HOLD_REUSE_FAILURE_NOT_PROVEN","UNASSIGNED","HOLD_MECHANICAL_PROOF","HOLD_NO_HULL_STATUS","HOLD","HOLD","HOLD","OPENS_ONLY_IF_APPROVED_ALLIED_ROLE_CANNOT_USE_EXISTING_SERIES_OR_SERVICE_FRAME","CONDITIONAL_NOT_COUNTED","PROPOSED_NONCANON_HOLD","HOLD_CHRONOLOGY","HOLD_FUNCTION","HOLD_CRADLE","HOLD_COOLING_RECOVERY","HOLD","HOLD"
"FD-057","CONDITIONAL_HOLD","UNREPRESENTED_REGIONAL_ENVIRONMENT_GAP","IMPORTANT_EXTRA","HOLD","HOLD","HOLD","NONE","HOLD_AUTHOR_DECISION","HOLD","OPENS_ONLY_IF_ADAPTATION_PROFILE_CANNOT_SOLVE_PROVEN_LOAD_FRAME_ENVIRONMENT_CONFLICT","CONDITIONAL_UNPROVEN","HOLD_REUSE_FAILURE_NOT_PROVEN","UNASSIGNED","HOLD_MECHANICAL_PROOF","HOLD_NO_HULL_STATUS","HOLD","HOLD","HOLD","OPENS_ONLY_IF_ADAPTATION_PROFILE_CANNOT_SOLVE_PROVEN_LOAD_FRAME_ENVIRONMENT_CONFLICT","CONDITIONAL_NOT_COUNTED","PROPOSED_NONCANON_HOLD","HOLD_CHRONOLOGY","HOLD_FUNCTION","HOLD_CRADLE","HOLD_COOLING_RECOVERY","HOLD","HOLD"
"FD-058","CONDITIONAL_HOLD","UNREPRESENTED_SERVICE_INDUSTRIAL_GAP","RECURRING_SUPPORT","HOLD","HOLD","HOLD","NONE","HOLD_AUTHOR_DECISION","HOLD","OPENS_ONLY_IF_RECURRING_SERVICE_ROLE_CANNOT_REUSE_ANY_FD003_FD004_FD011_FD014_FD017_FD018_FD019_FD023_FD032_FD036_FD039_FD043_FD047_FD049_OR_FD052","CONDITIONAL_UNPROVEN","HOLD_REUSE_FAILURE_NOT_PROVEN","UNASSIGNED","HOLD_MECHANICAL_PROOF","HOLD_NO_HULL_STATUS","HOLD","HOLD","HOLD","OPENS_ONLY_IF_RECURRING_SERVICE_ROLE_CANNOT_REUSE_ANY_FD003_FD004_FD011_FD014_FD017_FD018_FD019_FD023_FD032_FD036_FD039_FD043_FD047_FD049_OR_FD052","CONDITIONAL_NOT_COUNTED","PROPOSED_NONCANON_HOLD","HOLD_CHRONOLOGY","HOLD_FUNCTION","HOLD_CRADLE","HOLD_COOLING_RECOVERY","HOLD","HOLD"
