"system_id","reader_name","macroregion","cluster","primary_node","registered_population_millions","specialisation_1","specialisation_2","governance_r0","route_profile","ga10_transition_seed","protected_continuity_note"
"SYS-501","","Frontier","FR-C12","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-502","","Frontier","FR-C13","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-503","","Frontier","FR-C14","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-504","","Frontier","FR-C15","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-505","","Frontier","FR-C16","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-506","","Frontier","FR-C17","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-507","","Frontier","FR-C18","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-508","","Frontier","FR-C19","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-509","","Frontier","FR-C20","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-510","","Frontier","FR-C21","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-511","","Frontier","FR-C01","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-512","","Frontier","FR-C02","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-513","","Frontier","FR-C03","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-514","","Frontier","FR-C04","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-515","","Frontier","FR-C05","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-516","","Frontier","FR-C06","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-517","","Frontier","FR-C07","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-518","","Frontier","FR-C08","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-519","","Frontier","FR-C09","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-520","","Frontier","FR-C10","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-521","","Frontier","FR-C11","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-522","","Frontier","FR-C12","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-523","","Frontier","FR-C13","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-524","","Frontier","FR-C14","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-525","","Frontier","FR-C15","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-526","","Frontier","FR-C16","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-527","","Frontier","FR-C17","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-528","","Frontier","FR-C18","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-529","","Frontier","FR-C19","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-530","","Frontier","FR-C20","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-531","","Frontier","FR-C21","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-532","","Frontier","FR-C01","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-533","","Frontier","FR-C02","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-534","","Frontier","FR-C03","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-535","","Frontier","FR-C04","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-536","","Frontier","FR-C05","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-537","","Frontier","FR-C06","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-538","","Frontier","FR-C07","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-539","","Frontier","FR-C08","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-540","","Frontier","FR-C09","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-541","","Frontier","FR-C10","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-542","","Frontier","FR-C11","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-543","","Frontier","FR-C12","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-544","","Frontier","FR-C13","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-545","","Frontier","FR-C14","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-546","","Frontier","FR-C15","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-547","","Frontier","FR-C16","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-548","","Frontier","FR-C17","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-549","","Frontier","FR-C18","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-550","","Frontier","FR-C19","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-551","","Frontier","FR-C20","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-552","","Frontier","FR-C21","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-553","","Frontier","FR-C01","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-554","","Frontier","FR-C02","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-555","","Frontier","FR-C03","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-556","","Frontier","FR-C04","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-557","","Frontier","FR-C05","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-558","","Frontier","FR-C06","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-559","","Frontier","FR-C07","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-560","","Frontier","FR-C08","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-561","","Frontier","FR-C09","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-562","","Frontier","FR-C10","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-563","","Frontier","FR-C11","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-564","","Frontier","FR-C12","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-565","","Frontier","FR-C13","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-566","","Frontier","FR-C14","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-567","","Frontier","FR-C15","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-568","","Frontier","FR-C16","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-569","","Frontier","FR-C17","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-570","","Frontier","FR-C18","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-571","","Frontier","FR-C19","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-572","","Frontier","FR-C20","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-573","","Frontier","FR-C21","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-574","","Frontier","FR-C01","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-575","","Frontier","FR-C02","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-576","","Frontier","FR-C03","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-577","","Frontier","FR-C04","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-578","","Frontier","FR-C05","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-579","","Frontier","FR-C06","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-580","","Frontier","FR-C07","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-581","","Frontier","FR-C08","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-582","","Frontier","FR-C09","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-583","","Frontier","FR-C10","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-584","","Frontier","FR-C11","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-585","","Frontier","FR-C12","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-586","","Frontier","FR-C13","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-587","","Frontier","FR-C14","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-588","","Frontier","FR-C15","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-589","","Frontier","FR-C16","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-590","","Frontier","FR-C17","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-591","","Frontier","FR-C18","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-592","","Frontier","FR-C19","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-593","","Frontier","FR-C20","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-594","","Frontier","FR-C21","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-595","","Frontier","FR-C01","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-596","","Frontier","FR-C02","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-597","","Frontier","FR-C03","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-598","","Frontier","FR-C04","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-599","","Frontier","FR-C05","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-600","","Frontier","FR-C06","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-601","","Frontier","FR-C07","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-602","","Frontier","FR-C08","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-603","","Frontier","FR-C09","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-604","","Frontier","FR-C10","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-605","","Frontier","FR-C11","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-606","","Frontier","FR-C12","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-607","","Frontier","FR-C13","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-608","","Frontier","FR-C14","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-609","","Frontier","FR-C15","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-610","","Frontier","FR-C16","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-611","","Frontier","FR-C17","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-612","","Frontier","FR-C18","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
