entry_id,source_row_id,source_key,source_file,source_line,arc,section,source_id,title,entry_kind,primary_domain,domain_tags,source_domain_tags,desire_phases,entity_id_candidate,subject_slot_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,review_flags,canon_promotion
NC-CL-R-000738,NC-CL-S-000240,docs/09_collection/ga6-collection-registry-v1.md#G6-A03,docs/09_collection/ga6-collection-registry-v1.md,397,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A03,Distributed Registry/Identity Function,LOSS_OBLIGATION,C5,C5,C5,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000739,NC-CL-S-000240,docs/09_collection/ga6-collection-registry-v1.md#G6-A03,docs/09_collection/ga6-collection-registry-v1.md,397,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A03,Distributed Registry/Identity Function,NARRATIVE_PROMISE,C5,C5,C5,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000740,NC-CL-S-000241,docs/09_collection/ga6-collection-registry-v1.md#G6-A04,docs/09_collection/ga6-collection-registry-v1.md,408,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A04,Distributed Hospital/Medical Production Function,STATE_TRANSITION,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000741,NC-CL-S-000241,docs/09_collection/ga6-collection-registry-v1.md#G6-A04,docs/09_collection/ga6-collection-registry-v1.md,408,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A04,Distributed Hospital/Medical Production Function,LOSS_OBLIGATION,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000742,NC-CL-S-000242,docs/09_collection/ga6-collection-registry-v1.md#G6-A05,docs/09_collection/ga6-collection-registry-v1.md,419,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A05,Distributed Continuity/Authentication Function,CONTROL_CLAIM,C5,C5|C6,C5|C6,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000743,NC-CL-S-000242,docs/09_collection/ga6-collection-registry-v1.md#G6-A05,docs/09_collection/ga6-collection-registry-v1.md,419,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A05,Distributed Continuity/Authentication Function,STATE_TRANSITION,C5,C5|C6,C5|C6,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000744,NC-CL-S-000242,docs/09_collection/ga6-collection-registry-v1.md#G6-A05,docs/09_collection/ga6-collection-registry-v1.md,419,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A05,Distributed Continuity/Authentication Function,LOSS_OBLIGATION,C5,C5|C6,C5|C6,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000745,NC-CL-S-000243,docs/09_collection/ga6-collection-registry-v1.md#G6-A06,docs/09_collection/ga6-collection-registry-v1.md,430,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A06,Heavy Hull/Support Sacrifice Set,STATE_TRANSITION,C5,C5,C5,COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000746,NC-CL-S-000243,docs/09_collection/ga6-collection-registry-v1.md#G6-A06,docs/09_collection/ga6-collection-registry-v1.md,430,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A06,Heavy Hull/Support Sacrifice Set,SET,C5,C5,C5,COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000747,NC-CL-S-000244,docs/09_collection/ga6-collection-registry-v1.md#G6-A07,docs/09_collection/ga6-collection-registry-v1.md,441,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A07,First Ship Orpheus State,ENTITY,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000748,NC-CL-S-000244,docs/09_collection/ga6-collection-registry-v1.md#G6-A07,docs/09_collection/ga6-collection-registry-v1.md,441,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A07,First Ship Orpheus State,STATE_TRANSITION,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000749,NC-CL-S-000245,docs/09_collection/ga6-collection-registry-v1.md#G6-A08,docs/09_collection/ga6-collection-registry-v1.md,452,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A08,Orpheus Node/Defense/Thermal Capacity,ENTITY,C5,C5|C8,C5|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000750,NC-CL-S-000245,docs/09_collection/ga6-collection-registry-v1.md#G6-A08,docs/09_collection/ga6-collection-registry-v1.md,452,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A08,Orpheus Node/Defense/Thermal Capacity,STATE_TRANSITION,C5,C5|C8,C5|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000751,NC-CL-S-000245,docs/09_collection/ga6-collection-registry-v1.md#G6-A08,docs/09_collection/ga6-collection-registry-v1.md,452,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A08,Orpheus Node/Defense/Thermal Capacity,LOSS_OBLIGATION,C5,C5|C8,C5|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000752,NC-CL-S-000246,docs/09_collection/ga6-collection-registry-v1.md#G6-A09,docs/09_collection/ga6-collection-registry-v1.md,463,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A09,Major Civilian Convoy Loss,ENTITY,C5,C5,C5,ACQUISITION|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000753,NC-CL-S-000246,docs/09_collection/ga6-collection-registry-v1.md#G6-A09,docs/09_collection/ga6-collection-registry-v1.md,463,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A09,Major Civilian Convoy Loss,STATE_TRANSITION,C5,C5,C5,ACQUISITION|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000754,NC-CL-S-000247,docs/09_collection/ga6-collection-registry-v1.md#G6-A10,docs/09_collection/ga6-collection-registry-v1.md,474,GA6,"Institutional, Ship and Infrastructure Survival/Loss Targets",G6-A10,Wider-Front Consequence,STATE_TRANSITION,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000755,NC-CL-S-000248,docs/09_collection/ga6-collection-registry-v1.md#G6-M01,docs/09_collection/ga6-collection-registry-v1.md,489,GA6,"Mystery, History and Thematic Payoff Targets",G6-M01,Original Orpheus Mixed-Window Alternative,STATE_TRANSITION,C5,C5,C5,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000756,NC-CL-S-000248,docs/09_collection/ga6-collection-registry-v1.md#G6-M01,docs/09_collection/ga6-collection-registry-v1.md,489,GA6,"Mystery, History and Thematic Payoff Targets",G6-M01,Original Orpheus Mixed-Window Alternative,NARRATIVE_PROMISE,C5,C5,C5,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000757,NC-CL-S-000249,docs/09_collection/ga6-collection-registry-v1.md#G6-M02,docs/09_collection/ga6-collection-registry-v1.md,500,GA6,"Mystery, History and Thematic Payoff Targets",G6-M02,Original Security/Information Confidence Suppression,STATE_TRANSITION,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000758,NC-CL-S-000249,docs/09_collection/ga6-collection-registry-v1.md#G6-M02,docs/09_collection/ga6-collection-registry-v1.md,500,GA6,"Mystery, History and Thematic Payoff Targets",G6-M02,Original Security/Information Confidence Suppression,LOSS_OBLIGATION,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000759,NC-CL-S-000249,docs/09_collection/ga6-collection-registry-v1.md#G6-M02,docs/09_collection/ga6-collection-registry-v1.md,500,GA6,"Mystery, History and Thematic Payoff Targets",G6-M02,Original Security/Information Confidence Suppression,NARRATIVE_PROMISE,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000760,NC-CL-S-000250,docs/09_collection/ga6-collection-registry-v1.md#G6-M03,docs/09_collection/ga6-collection-registry-v1.md,514,GA6,"Mystery, History and Thematic Payoff Targets",G6-M03,Archive Historical-Loss Classification,STATE_TRANSITION,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000761,NC-CL-S-000250,docs/09_collection/ga6-collection-registry-v1.md#G6-M03,docs/09_collection/ga6-collection-registry-v1.md,514,GA6,"Mystery, History and Thematic Payoff Targets",G6-M03,Archive Historical-Loss Classification,NARRATIVE_PROMISE,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000762,NC-CL-S-000251,docs/09_collection/ga6-collection-registry-v1.md#G6-M04,docs/09_collection/ga6-collection-registry-v1.md,528,GA6,"Mystery, History and Thematic Payoff Targets",G6-M04,P-001 Original Responsibility Record,CONTROL_CLAIM,C1,C1,C1,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000763,NC-CL-S-000251,docs/09_collection/ga6-collection-registry-v1.md#G6-M04,docs/09_collection/ga6-collection-registry-v1.md,528,GA6,"Mystery, History and Thematic Payoff Targets",G6-M04,P-001 Original Responsibility Record,STATE_TRANSITION,C1,C1,C1,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000764,NC-CL-S-000251,docs/09_collection/ga6-collection-registry-v1.md#G6-M04,docs/09_collection/ga6-collection-registry-v1.md,528,GA6,"Mystery, History and Thematic Payoff Targets",G6-M04,P-001 Original Responsibility Record,NARRATIVE_PROMISE,C1,C1,C1,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000765,NC-CL-S-000252,docs/09_collection/ga6-collection-registry-v1.md#G6-M05,docs/09_collection/ga6-collection-registry-v1.md,539,GA6,"Mystery, History and Thematic Payoff Targets",G6-M05,P-001 Connective Pattern,STATE_TRANSITION,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000766,NC-CL-S-000252,docs/09_collection/ga6-collection-registry-v1.md#G6-M05,docs/09_collection/ga6-collection-registry-v1.md,539,GA6,"Mystery, History and Thematic Payoff Targets",G6-M05,P-001 Connective Pattern,NARRATIVE_PROMISE,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000767,NC-CL-S-000253,docs/09_collection/ga6-collection-registry-v1.md#G6-M06,docs/09_collection/ga6-collection-registry-v1.md,547,GA6,"Mystery, History and Thematic Payoff Targets",G6-M06,Blood Admiral Record Drift,ENTITY,C1,C1,C1,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000768,NC-CL-S-000253,docs/09_collection/ga6-collection-registry-v1.md#G6-M06,docs/09_collection/ga6-collection-registry-v1.md,547,GA6,"Mystery, History and Thematic Payoff Targets",G6-M06,Blood Admiral Record Drift,CONTROL_CLAIM,C1,C1,C1,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000769,NC-CL-S-000253,docs/09_collection/ga6-collection-registry-v1.md#G6-M06,docs/09_collection/ga6-collection-registry-v1.md,547,GA6,"Mystery, History and Thematic Payoff Targets",G6-M06,Blood Admiral Record Drift,STATE_TRANSITION,C1,C1,C1,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000770,NC-CL-S-000253,docs/09_collection/ga6-collection-registry-v1.md#G6-M06,docs/09_collection/ga6-collection-registry-v1.md,547,GA6,"Mystery, History and Thematic Payoff Targets",G6-M06,Blood Admiral Record Drift,NARRATIVE_PROMISE,C1,C1,C1,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000771,NC-CL-S-000254,docs/09_collection/ga6-collection-registry-v1.md#G6-I01,docs/09_collection/ga6-collection-registry-v1.md,558,GA6,"Mystery, History and Thematic Payoff Targets",G6-I01,“Second Orpheus” Public Memory,STATE_TRANSITION,C7,C7,C7,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000772,NC-CL-S-000254,docs/09_collection/ga6-collection-registry-v1.md#G6-I01,docs/09_collection/ga6-collection-registry-v1.md,558,GA6,"Mystery, History and Thematic Payoff Targets",G6-I01,“Second Orpheus” Public Memory,LOSS_OBLIGATION,C7,C7,C7,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000773,NC-CL-S-000254,docs/09_collection/ga6-collection-registry-v1.md#G6-I01,docs/09_collection/ga6-collection-registry-v1.md,558,GA6,"Mystery, History and Thematic Payoff Targets",G6-I01,“Second Orpheus” Public Memory,NARRATIVE_PROMISE,C7,C7,C7,DISCOVERY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000774,NC-CL-S-000255,docs/09_collection/ga6-collection-registry-v1.md#G6-I02,docs/09_collection/ga6-collection-registry-v1.md,569,GA6,"Mystery, History and Thematic Payoff Targets",G6-I02,Distributed Sacrifice Principle,STATE_TRANSITION,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000775,NC-CL-S-000255,docs/09_collection/ga6-collection-registry-v1.md#G6-I02,docs/09_collection/ga6-collection-registry-v1.md,569,GA6,"Mystery, History and Thematic Payoff Targets",G6-I02,Distributed Sacrifice Principle,LOSS_OBLIGATION,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000776,NC-CL-S-000255,docs/09_collection/ga6-collection-registry-v1.md#G6-I02,docs/09_collection/ga6-collection-registry-v1.md,569,GA6,"Mystery, History and Thematic Payoff Targets",G6-I02,Distributed Sacrifice Principle,NARRATIVE_PROMISE,C7,C7,C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000777,NC-CL-S-000256,docs/09_collection/ga7-collection-registry-v1.md#G7-P01,docs/09_collection/ga7-collection-registry-v1.md,30,GA7,Route-War People and Relationship Targets,G7-P01,H-001 as Bounded Route Coordinator,ENTITY,C1,C1|C8,C1|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000778,NC-CL-S-000256,docs/09_collection/ga7-collection-registry-v1.md#G7-P01,docs/09_collection/ga7-collection-registry-v1.md,30,GA7,Route-War People and Relationship Targets,G7-P01,H-001 as Bounded Route Coordinator,RELATIONSHIP,C1,C1|C8,C1|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000779,NC-CL-S-000256,docs/09_collection/ga7-collection-registry-v1.md#G7-P01,docs/09_collection/ga7-collection-registry-v1.md,30,GA7,Route-War People and Relationship Targets,G7-P01,H-001 as Bounded Route Coordinator,STATE_TRANSITION,C1,C1|C8,C1|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000780,NC-CL-S-000256,docs/09_collection/ga7-collection-registry-v1.md#G7-P01,docs/09_collection/ga7-collection-registry-v1.md,30,GA7,Route-War People and Relationship Targets,G7-P01,H-001 as Bounded Route Coordinator,LOSS_OBLIGATION,C1,C1|C8,C1|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000781,NC-CL-S-000257,docs/09_collection/ga7-collection-registry-v1.md#G7-P02,docs/09_collection/ga7-collection-registry-v1.md,44,GA7,Route-War People and Relationship Targets,G7-P02,RF-L01 Federation Delegate,ENTITY,C1,C1,C1,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000782,NC-CL-S-000257,docs/09_collection/ga7-collection-registry-v1.md#G7-P02,docs/09_collection/ga7-collection-registry-v1.md,44,GA7,Route-War People and Relationship Targets,G7-P02,RF-L01 Federation Delegate,RELATIONSHIP,C1,C1,C1,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000783,NC-CL-S-000257,docs/09_collection/ga7-collection-registry-v1.md#G7-P02,docs/09_collection/ga7-collection-registry-v1.md,44,GA7,Route-War People and Relationship Targets,G7-P02,RF-L01 Federation Delegate,STATE_TRANSITION,C1,C1,C1,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000784,NC-CL-S-000257,docs/09_collection/ga7-collection-registry-v1.md#G7-P02,docs/09_collection/ga7-collection-registry-v1.md,44,GA7,Route-War People and Relationship Targets,G7-P02,RF-L01 Federation Delegate,LOSS_OBLIGATION,C1,C1,C1,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000785,NC-CL-S-000258,docs/09_collection/ga7-collection-registry-v1.md#G7-P03,docs/09_collection/ga7-collection-registry-v1.md,55,GA7,Route-War People and Relationship Targets,G7-P03,RF-L02 Continuity Corridor Administrator,ENTITY,C1,C1|C8,C1|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000786,NC-CL-S-000258,docs/09_collection/ga7-collection-registry-v1.md#G7-P03,docs/09_collection/ga7-collection-registry-v1.md,55,GA7,Route-War People and Relationship Targets,G7-P03,RF-L02 Continuity Corridor Administrator,RELATIONSHIP,C1,C1|C8,C1|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
