source_row_id,source_key,source_file,source_line,arc,section,source_id,title,normalized_record_ids,entry_kinds,primary_domain,domain_tags,desire_phases,record_states,acquisition_text,integration_text,cost_text,loss_exit_text,ending_text,later_reuse_text,entity_id_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,classification_reason,review_flags,canon_promotion
NC-CL-S-000195,docs/09_collection/ga5-collection-registry-v1.md#G5-L03,docs/09_collection/ga5-collection-registry-v1.md,380,GA5,"Logistics, Repair and Readiness Targets",G5-L03,Pooled Maintenance and Readiness Board,NC-CL-R-000605|NC-CL-R-000606,STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,SYNERGY|COMPLETION_LEGACY,G,E488–494.,allocates yard/tender/parts by mission/readiness with worker/technical voice.,grounds powerful ships and creates technical governance power.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000196,docs/09_collection/ga5-collection-registry-v1.md#G5-L04,docs/09_collection/ga5-collection-registry-v1.md,394,GA5,"Logistics, Repair and Readiness Targets",G5-L04,Distributed Parts and Cannibalization Pool,NC-CL-R-000607|NC-CL-R-000608,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,G,E481–510.,interoperability and emergency repair.,title/labor/long-term fleet depletion.,,`G/L — many spares consumed`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000197,docs/09_collection/ga5-collection-registry-v1.md#G5-L05,docs/09_collection/ga5-collection-registry-v1.md,408,GA5,"Logistics, Repair and Readiness Targets",G5-L05,Missile/Countermeasure Allocation Pool,NC-CL-R-000609|NC-CL-R-000610|NC-CL-R-000611,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C3,C3,SYNERGY|COMPLETION_LEGACY,G,through Depot/charter.,campaign endurance.,one front under-armed; strategic reserve depleted.,,`G/L — severe depletion creates GA6 constraint`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000198,docs/09_collection/ga5-collection-registry-v1.md#G5-L06,docs/09_collection/ga5-collection-registry-v1.md,422,GA5,"Logistics, Repair and Readiness Targets",G5-L06,Multi-Authority Payroll and Family Ledger,NC-CL-R-000612|NC-CL-R-000613|NC-CL-R-000614,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,Treasury/provinces/Crown/yards/Neutral support.,pay/pension/family continuation.,"complex identity, fraud and unequal guarantees.",,"`G — operational, not fully funded`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000199,docs/09_collection/ga5-collection-registry-v1.md#G5-L07,docs/09_collection/ga5-collection-registry-v1.md,436,GA5,"Logistics, Repair and Readiness Targets",G5-L07,Fleet Authentication/Courier Mesh,NC-CL-R-000615|NC-CL-R-000616|NC-CL-R-000617,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,G,GA4 safe-passage/Continuity + S-001 + local/physical courier.,orders under network attack and plural keys.,"delay, metadata and inconsistent trust.",,`G/R — standing intent compensates for gaps`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000200,docs/09_collection/ga5-collection-registry-v1.md#G5-L08,docs/09_collection/ga5-collection-registry-v1.md,450,GA5,"Logistics, Repair and Readiness Targets",G5-L08,Civilian Convoy/Route Capacity,NC-CL-R-000618|NC-CL-R-000619|NC-CL-R-000620,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5|C8,SYNERGY|COMPLETION_LEGACY,G,,E511–570. Talren/Civilian Chain movement and protection.,"escorts, fuel, rescue capacity and Orpheus concentration.",,"`G/L — many civilians moved toward V08, creating GA6 pressure`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000201,docs/09_collection/ga5-collection-registry-v1.md#G5-L09,docs/09_collection/ga5-collection-registry-v1.md,464,GA5,"Logistics, Repair and Readiness Targets",G5-L09,Fleet Casualty and Repair Debt Ledger,NC-CL-R-000621|NC-CL-R-000622,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,G,after every operation.,prevents reset and assigns compensation/repair/audit.,"political blame, delays and no perfect attribution.",,`G — heavy unresolved debt`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000202,docs/09_collection/ga5-collection-registry-v1.md#G5-F01,docs/09_collection/ga5-collection-registry-v1.md,482,GA5,Formation and Operational Targets,G5-F01,Initial Vesper Task Force,NC-CL-R-000623,STATE_TRANSITION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E473–480.,,,,,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000203,docs/09_collection/ga5-collection-registry-v1.md#G5-F02,docs/09_collection/ga5-collection-registry-v1.md,493,GA5,Formation and Operational Targets,G5-F02,Maintenance-Supported Charter Formation,NC-CL-R-000624|NC-CL-R-000625|NC-CL-R-000626,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E503–510.,,many grounded/conditional ships.,,,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000204,docs/09_collection/ga5-collection-registry-v1.md#G5-F03,docs/09_collection/ga5-collection-registry-v1.md,507,GA5,Formation and Operational Targets,G5-F03,Provincial Contribution Network,NC-CL-R-000627|NC-CL-R-000628|NC-CL-R-000629,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,G,E511–540.,distributed routes and formations.,recalls and uneven commitments.,,`G/L`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000205,docs/09_collection/ga5-collection-registry-v1.md#G5-F04,docs/09_collection/ga5-collection-registry-v1.md,521,GA5,Formation and Operational Targets,G5-F04,Outer Front Cooperation,NC-CL-R-000630|NC-CL-R-000631,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,C,E525–533.,local route/forces and major theater operation.,FC-005 authority and political concessions.,,`C/L`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000206,docs/09_collection/ga5-collection-registry-v1.md#G5-F05,docs/09_collection/ga5-collection-registry-v1.md,535,GA5,Formation and Operational Targets,G5-F05,Crown/Civilian Escort Commitment,NC-CL-R-000632|NC-CL-R-000633,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E518–524.,civilian route/public legitimacy.,military front weakened.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000207,docs/09_collection/ga5-collection-registry-v1.md#G5-F06,docs/09_collection/ga5-collection-registry-v1.md,549,GA5,Formation and Operational Targets,G5-F06,Ownerless Fleet Network,NC-CL-R-000634|NC-CL-R-000635|NC-CL-R-000636,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5|C7,SYNERGY|COMPLETION_LEGACY,G,E541–570.,common campaign and later evacuation/war.,"not universally commanded, heavily depleted and politically divided.",,"`G — grand-act fleet state, not P-001 personal roster`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000208,docs/09_collection/ga5-collection-registry-v1.md#G5-F07,docs/09_collection/ga5-collection-registry-v1.md,566,GA5,Formation and Operational Targets,G5-F07,Autonomous Front Victory Record,NC-CL-R-000637|NC-CL-R-000638|NC-CL-R-000639,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E548–554.,proves shared intent works without P-001.,another front may fail or interpret differently.,,"`G/R — distributed credit, not single hero record`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000209,docs/09_collection/ga5-collection-registry-v1.md#G5-F08,docs/09_collection/ga5-collection-registry-v1.md,580,GA5,Formation and Operational Targets,G5-F08,Under-Resourced Front Loss,NC-CL-R-000640|NC-CL-R-000641,STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,SYNERGY|COMPLETION_LEGACY,G,E555–563.,demonstrates allocation cost and feeds Orpheus.,ships/people/route lost and responsibility disputed.,,`G — irreversible negative state`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000210,docs/09_collection/ga5-collection-registry-v1.md#G5-X01,docs/09_collection/ga5-collection-registry-v1.md,598,GA5,"Mystery, Symbolic and GA6 Bridge Targets",G5-X01,Future Hero-Fleet Compression,NC-CL-R-000642|NC-CL-R-000643,STATE_TRANSITION|NARRATIVE_PROMISE,C4,C4,DISCOVERY|COMPLETION_LEGACY,R,,,,,`R`.,ownerless charter reveals distributed authorship.,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000211,docs/09_collection/ga5-collection-registry-v1.md#G5-X02,docs/09_collection/ga5-collection-registry-v1.md,609,GA5,"Mystery, Symbolic and GA6 Bridge Targets",G5-X02,Continuity Preference for Unified Command,NC-CL-R-000644|NC-CL-R-000645|NC-CL-R-000646,CONTROL_CLAIM|STATE_TRANSITION|NARRATIVE_PROMISE,C4,C4|C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,G,,makes later Seed regime credible.,,,"`G/R — technically useful, politically incomplete`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000212,docs/09_collection/ga5-collection-registry-v1.md#G5-X03,docs/09_collection/ga5-collection-registry-v1.md,620,GA5,"Mystery, Symbolic and GA6 Bridge Targets",G5-X03,P-001 Connective Command Pattern,NC-CL-R-000647|NC-CL-R-000648|NC-CL-R-000649,CONTROL_CLAIM|STATE_TRANSITION|NARRATIVE_PROMISE,C4,C4|C7,DISCOVERY|COMPLETION_LEGACY,C,,,,,`C/R — supports unrecorded-connector mystery`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000213,docs/09_collection/ga5-collection-registry-v1.md#G5-X04,docs/09_collection/ga5-collection-registry-v1.md,628,GA5,"Mystery, Symbolic and GA6 Bridge Targets",G5-X04,Original Orpheus Structural Match,NC-CL-R-000650|NC-CL-R-000651,STATE_TRANSITION|NARRATIVE_PROMISE,C4,C4,DISCOVERY|COMPLETION_LEGACY,I,,,,,`I — direct GA6 trigger`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000214,docs/09_collection/ga5-collection-registry-v1.md#G5-I01,docs/09_collection/ga5-collection-registry-v1.md,636,GA5,"Mystery, Symbolic and GA6 Bridge Targets",G5-I01,“Ownerless Fleet” Public Narrative,NC-CL-R-000652|NC-CL-R-000653|NC-CL-R-000654,STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4,DISCOVERY|COMPLETION_LEGACY,R,,,can mask hidden command and accountability problems.,,`R/G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000215,docs/09_collection/ga5-collection-registry-v1.md#G5-I02,docs/09_collection/ga5-collection-registry-v1.md,647,GA5,"Mystery, Symbolic and GA6 Bridge Targets",G5-I02,Borrowed Command Principle,NC-CL-R-000655|NC-CL-R-000656|NC-CL-R-000657|NC-CL-R-000658,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,G,mission-specific command rather than permanent ownership.,GA6–10 distributed authority.,"delay, withdrawal and unclear responsibility.",,`G`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000216,docs/09_collection/ga6-collection-registry-v1.md#G6-P01,docs/09_collection/ga6-collection-registry-v1.md,31,GA6,Decision Constituencies and Relationships,G6-P01,State/Capital Continuity Group,NC-CL-R-000659|NC-CL-R-000660,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,shared emergency council and institutional-dependency verification.,"releases selected escorts/functions, accepts distributed transit or contests it under bounded process.","central operational integrity, ships, staff and future war capacity.",,`G/L — major functions survive in distributed form; intact State group does not`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000217,docs/09_collection/ga6-collection-registry-v1.md#G6-P02,docs/09_collection/ga6-collection-registry-v1.md,48,GA6,Decision Constituencies and Relationships,G6-P02,Civilian Convoy Council Network,NC-CL-R-000661|NC-CL-R-000662|NC-CL-R-000663,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5|C6|C7,ACQUISITION|SYNERGY,G,"census, public route information and manifest representation.","traffic discipline, supplies and mixed-window decisions.","organized groups cannot speak for every ship; some are deprioritized, refuse or break formation.",,"`G/L — several councils/routes survive, no unified civilian fleet`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000218,docs/09_collection/ga6-collection-registry-v1.md#G6-P03,docs/09_collection/ga6-collection-registry-v1.md,65,GA6,Decision Constituencies and Relationships,G6-P03,Institutional Distribution Team,NC-CL-R-000664|NC-CL-R-000665,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY,G,minimum viable service/function decomposition.,"command, hospital, payment, Registry and technical functions dispersed across ships/nodes.","one or more institutions lose scale, identity, staff or operational capability permanently.",,`G/L — plural functions survive; central institution set is broken`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000219,docs/09_collection/ga6-collection-registry-v1.md#G6-P04,docs/09_collection/ga6-collection-registry-v1.md,82,GA6,Decision Constituencies and Relationships,G6-P04,Neutral Rescue Coalition,NC-CL-R-000666|NC-CL-R-000667|NC-CL-R-000668|NC-CL-R-000669,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY,G,"rescue capacity, insurance, medical triage and side routes.","defined exceptions, boarding/disarmament and future obligations.","refusals, exhausted ships/crews and damaged neutrality.",,"`G/L — some branches/captains remain committed, others withdraw from future guarantees`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000220,docs/09_collection/ga6-collection-registry-v1.md#G6-P05,docs/09_collection/ga6-collection-registry-v1.md,99,GA6,Decision Constituencies and Relationships,G6-P05,Orpheus Local Node/Worker Authority,NC-CL-R-000670|NC-CL-R-000671|NC-CL-R-000672|NC-CL-R-000673,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7|C8,ACQUISITION|SYNERGY,G,"thermal, structural, traffic and local-risk authority.",Windows A/B/C and holdout/local-shelter operations.,"node damage, worker casualties, local defense/power/route loss.",,`G/L — local custody survives in reduced/damaged form; no external ownership`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000221,docs/09_collection/ga6-collection-registry-v1.md#G6-P06,docs/09_collection/ga6-collection-registry-v1.md,116,GA6,Decision Constituencies and Relationships,G6-P06,Holdout/Stay Communities,NC-CL-R-000674|NC-CL-R-000675|NC-CL-R-000676|NC-CL-R-000677,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7|C8,ACQUISITION|SYNERGY,C,"supplies, defense, surrender/occupation and communication terms.",deliberate stay/holdout plan and later claims.,"severe isolation, capture risk and unequal support.",,`C/G/L — some contact and obligations survive; not all holdouts are rescued`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000222,docs/09_collection/ga6-collection-registry-v1.md#G6-P07,docs/09_collection/ga6-collection-registry-v1.md,133,GA6,Decision Constituencies and Relationships,G6-P07,Autonomous Fleet Commanders,NC-CL-R-000678|NC-CL-R-000679|NC-CL-R-000680|NC-CL-R-000681,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7|C5,SYNERGY,G,,separate Window/defense/Grey/holdout fronts under standing intent.,one valid refusal or divergent operation; one major success and one major failure outside P-001 control.,,"`G/L — fleet charter survives, command unity and relationships do not fully`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000223,docs/09_collection/ga6-collection-registry-v1.md#G6-P08,docs/09_collection/ga6-collection-registry-v1.md,147,GA6,Decision Constituencies and Relationships,G6-P08,Orpheus Survivors and Original Survivors/Witnesses,NC-CL-R-000682|NC-CL-R-000683|NC-CL-R-000684|NC-CL-R-000685,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7,SYNERGY,G,,casualty finding and original-event reconstruction.,"contradictory testimony, privacy, trauma and political use.",,"`G/L — plural testimony preserved, no single definitive survivor narrative`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000224,docs/09_collection/ga6-collection-registry-v1.md#G6-R01,docs/09_collection/ga6-collection-registry-v1.md,165,GA6,"Operational Truth, Mandate and Authority Targets",G6-R01,Current Operational Census,NC-CL-R-000686|NC-CL-R-000687|NC-CL-R-000688,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E578–584.,mixed plan and manifest priorities.,"leaks, targeting and visibility bias against isolated/unregistered groups.",,`G/R — continually revised; final casualty/missing remains range`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000225,docs/09_collection/ga6-collection-registry-v1.md#G6-R02,docs/09_collection/ga6-collection-registry-v1.md,182,GA6,"Operational Truth, Mandate and Authority Targets",G6-R02,Institutional Dependency Map,NC-CL-R-000689|NC-CL-R-000690|NC-CL-R-000691,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E578–607.,identifies functions that can or cannot be distributed.,exposes strategic targets and creates value-ranking pressure.,,`G/R — shows some central claims overstated and some functions truly nonportable`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000226,docs/09_collection/ga6-collection-registry-v1.md#G6-R03,docs/09_collection/ga6-collection-registry-v1.md,196,GA6,"Operational Truth, Mandate and Authority Targets",G6-R03,Temporary Traffic Hold and Shared Queue Rules,NC-CL-R-000692|NC-CL-R-000693|NC-CL-R-000694,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E585–592.,prevents unilateral Window A seizure.,thermal/window probability and incident deaths during delay.,,,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000227,docs/09_collection/ga6-collection-registry-v1.md#G6-R04,docs/09_collection/ga6-collection-registry-v1.md,210,GA6,"Operational Truth, Mandate and Authority Targets",G6-R04,Mixed Evacuation Mandate,NC-CL-R-000695|NC-CL-R-000696|NC-CL-R-000697,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E593–600.,,explicitly leaves people/functions without sufficient rescue.,,"`G — central political/ethical choice, not proof of optimality`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000228,docs/09_collection/ga6-collection-registry-v1.md#G6-R05,docs/09_collection/ga6-collection-registry-v1.md,228,GA6,"Operational Truth, Mandate and Authority Targets",G6-R05,Distributed Function Manifest,NC-CL-R-000698|NC-CL-R-000699|NC-CL-R-000700,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E601–607.,"assigns minimum civil, medical, payment, Registry, command and technical teams/data to multiple ships/destinations.","coerced separation, lost scale, duplicated gaps and reduced central performance.",,"`G/L — some packages survive, some are lost or fail after transit`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000229,docs/09_collection/ga6-collection-registry-v1.md#G6-R06,docs/09_collection/ga6-collection-registry-v1.md,242,GA6,"Operational Truth, Mandate and Authority Targets",G6-R06,Strategic Hull Sacrifice and Scuttle Plan,NC-CL-R-000701|NC-CL-R-000702|NC-CL-R-000703,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5|C7,SYNERGY|COMPLETION_LEGACY,G,E608–614.,frees traffic/thermal/crew capacity and creates rearguards/sinks.,25–45 combat/support hulls ultimately destroyed/abandoned across the full operation; exact set open.,,`G/L — irreversible negative/operational asset state`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
